public_food_key,classification,food_name,food_description,protein_g_per_100g,carbohydrate_g_per_100g,fat_g_per_100g,fibre_g_per_100g
F007558,24701,"Pumpkin, Queensland blue, peeled, fresh, boiled, drained","A medium sized pumpkin with blossom and stem ends flattened. It is deeply ribbed, hard slate grey skin with a yellow-orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.",2.1,8.8,0.3,2.8
F007559,24701,"Pumpkin, Queensland blue, peeled, fresh, raw","A medium sized pumpkin with blossom and stem ends flattened. It is deeply ribbed, hard slate grey skin with a yellow-orange flesh. Peeled and uncooked.",2,8.4,0.3,2.7
F007569,18303,"Quail, lean flesh & skin, baked, no added fat",Flesh and skin portion of a quail. Baked with no added fat.,27.7,0,9.6,0
F007570,18303,"Quail, lean flesh & skin, raw",Uncooked flesh and skin from a quail.,18.5,0,11,0
F007571,16601,"Quandong, fruit, flesh",Small fruit with a waxy shiny red skin. Supplied commercially in frozen state with kernels removed.,2.5,8.1,0,4.2
F007591,16103,"Quince, peeled, raw","Tart pome fruit, with a bright golden yellow skin and flesh. Similar in appearance to a pear.",0.5,11,0.2,5.2
F007593,12101,"Quinoa, black, uncooked","Small black seed which has a light, fluffy texture when cooked. Mild and slightly nutty flavour. Uncooked",13.1,50.6,6.6,16.1
F007596,12101,"Quinoa, cooked in water, no added salt","Small beige seed which has a light, fluffy texture when cooked. Mild and slightly nutty flavour. Cooked in unsalted water without the addition of fat, oil or salt.",3.6,16.3,1.8,3.4
F007597,12101,"Quinoa, red, uncooked","Small rusty red seed which has a light, fluffy texture when cooked. Mild and slightly nutty flavour. Uncooked",14.1,55,6.9,13.8
F007598,12101,"Quinoa, uncooked","Small beige, red or black seed which has a light, fluffy texture when cooked. Mild and slightly nutty flavour.",12.9,58.6,6.5,12
F007599,12101,"Quinoa, white, uncooked","Small beige seed which has a light, fluffy texture when cooked. Mild and slightly nutty flavour. Uncooked",12.2,61.8,6.3,10.5
F007601,18202,"Rabbit, farmed, whole, raw","Uncooked meat from whole farmed rabbit carcase, offal and bone removed.",23.2,0,2.1,0
F007602,18202,"Rabbit, flesh, casseroled, no added fat","Flesh portion without offal or skin. Small amounts of external fat may remain but large deposits around organs were removed. Casseroled or poached with water, then drained with no added fat.",29.3,0.2,5.7,0
F007606,24302,"Radish, red skinned, unpeeled, raw",A red-skinned root vegetable with crisp white flesh. Unpeeled and uncooked.,0.8,1.9,0.2,1.1
F007608,24302,"Radish, white skinned, peeled, raw",A white-skinned root vegetable with crisp white flesh. Peeled and uncooked.,0.7,2.9,0.3,1.8
F007610,16801,Raisin,"Dried red grapes, dark brown in colour.",2.1,74.4,0.9,2.2
F007612,16502,"Rambutan, raw",Small fruit with either red or yellow skin with soft spines.,1,15.7,0.4,2.8
F007614,16202,"Raspberry, canned in syrup","Small round berries characterised by a collection of tiny, shiny red drupelets canned in sugar syrup.",0.6,17,0.1,2.5
F007615,16202,"Raspberry, canned in syrup, drained","Small round berries characterised by a collection of tiny, shiny red drupelets canned in sugar syrup, then drained.",1,16.2,0.2,6
F007616,16202,"Raspberry, canned in syrup, syrup only",Syrup made from water and sugar used in canned raspberries.,0.2,17.5,0,0
F007618,16201,"Raspberry, purchased frozen","Small round berries characterised by a collection of tiny, shiny red drupelets. Frozen prior to sale.",1.1,7,0.3,4.8
F007619,16201,"Raspberry, raw","Small round berries characterised by a collection of tiny, shiny red drupelets.",1.1,7,0.3,4.8
F007628,16601,"Rhubarb, stalk, raw",Long reddish/pink stem with large green leaves. Leaves removed.,1.5,1.7,0.2,2.2
F007630,16601,"Rhubarb, stewed, sugar sweetened, no added fat",Rhubarb stems simmered with sugar and a small amount of water. No added fat.,1.4,13.3,0.2,2.1
F007632,20104,"Rice beverage, fluid, added calcium","A dairy milk substitute made from filtered water, brown rice, sunflower oil and salt. Contains added calcium.",0.3,12.7,1,0
F007639,12102,"Rice paper wrapper, soaked in water","Thin edible paper used to prepare rice paper rolls or summer rolls, typically made from rice flour, salt and water. Sold dried in thin, translucent round or square sheets that are crisp to the touch. Soaked in water with no added oil or salt. Does not contain any fillings.",3.3,32.2,0.9,1
F007641,12102,"Rice, brown, boiled, no added salt",Grain with only the inedible outer husk removed. Cooked by boiling in unsalted water.,4.1,33.5,1.1,1.7
F007648,12102,"Rice, brown, uncooked",Grain with only the inedible outer husk removed. The bran coating gives it a light tan colour. Uncooked.,7.6,69.1,3.1,3.5
F007661,12102,"Rice, white, boiled or rice cooker, no added salt","Grain that has had its husk, bran and germ removed. Cooked by boiling on the stove top or in an electric rice cooker in unsalted water.",3.1,34.7,0.2,0.8
F007666,13511,"Rice, white, fried with bacon or ham, egg, prawns & vegetables","Commercially prepared fried rice with egg, ham or pork, prawns, peas and shallots, ready to eat. As purchased from Chinese restaurants.",5.5,31,5.2,1.2
F007678,12102,"Rice, white, purchased as 'instant', microwaved","Grain that has had its husk, bran and germ removed. Pre-cooked before purchase, then heated in the microwave.",3.4,32.5,0.6,1
F007682,12102,"Rice, white, uncooked","Grain that has had its husk, bran and germ removed. The grains after milling have a slight off-white colour. Uncooked.",7,74,0.9,0.8
F007683,12102,"Rice, wild, boiled, no added salt",A long-grain marsh grass. Cooked by boiling in unsalted water.,4,19.5,0.3,1.8
F007684,12102,"Rice, wild, uncooked",A long-grain marsh grass. Uncooked.,14.7,68.7,1.1,6.2
F007712,24401,"Rocket, fresh, raw","Long, soft green leaves with pronounced lobes and a distinctive peppery taste. Uncooked.",3.3,0.3,0.3,2.4
F007715,31302,"Rosemary, dried",Dried woody herb with fragrant needle-like green leaves on small stalks.,4.9,20.4,15.2,42.6
F007716,24403,"Rosemary, fresh, raw",A woody herb with fragrant needle-like green leaves on small stalks. Uncooked.,3.3,0.6,5.9,14.1
F007722,12101,"Rye, grain, whole, uncooked","Small, oval-shaped brown grains. Uncooked, unmilled.",11.1,51.3,2.6,17.3
F007724,12101,"Rye, rolled, uncooked",Crushed grain produced by steaming and flattening with hot rollers. Uncooked.,10.4,50.8,2.6,17.3
F007726,31302,"Sage, dried",Dry leaves of Salvia officinalis used as a herb.,10.6,20.4,12.8,40.3
F007728,12101,"Sago, cooked in water, no added salt","A starch extracted from the pith of the sago (and other tropical) palms that is processed into flour, meal and pearl sago. Cooked in unsalted water without the addition of fat or oil.",0,13.5,0,0.1
F007729,12101,"Sago, dry, uncooked","A starch extracted from the pith of the sago (and other tropical) palms that is processed into flour, meal and pearl sago. It is used as a thickening agent. Uncooked.",0.2,85.5,0.2,0.4
F007814,18603,"Salami, danish","Processed, fermented meat, served in circular slices. Contains pork, beef, salt, sugar, spices, sodium nitrite and sodium nitrate.",19.6,1.2,40.2,0
F007815,18603,"Salami, hungarian","Processed fermented meat, served in circular slices. Contains pork, beef, salt, spices, dextrose, antioxidant, sodium nitrite, sodium nitrate and sodium polyphosphate.",21.6,0.9,37.4,0
F007816,18603,"Salami, mettwurst","Processed fermented meat, served in circular slices. Contains beef, pork, salt, spices, sugar, skim milk powder, sodium nitrite and sodium nitrate.",21.9,0.8,37.5,0
F007817,18603,"Salami, milano","Processed fermented sweet meat, served in circular slices. Contains pork, beef, salt, sugar, spices, sodium nitrate and sodium nitrite.",21.7,2.2,36.9,0
F007818,18603,"Salami, all varieties, raw","Processed fermented sweet meat, served in circular slices. Contains pork, beef, salt, sugar, spice and sodium nitrite.",21.9,0.4,28.3,0.5
F007819,18603,"Salami, pepperoni","Spicy, fermented manufactured meat, served in thin circular slices. Product contains pork and beef, salt, sugar, spices, sodium nitrate and sodium nitrite.",23.5,1.6,36.1,0
F007826,15101,"Salmon, Atlantic, fillet, grilled, no added fat","Atlantic salmon fillet without skin, produced by aquaculture that has been grilled with no added fat.",22.9,0,18.6,0
F007827,15101,"Salmon, Atlantic, fillet, raw","Uncooked Atlantic salmon fillet, produced by aquaculture.",20.5,0,16.7,0
F007828,15101,"Salmon, Atlantic, fillet, steamed, no added fat","Atlantic salmon fillet without skin, produced by aquaculture that has been steamed with no added fat.",24.1,0,19.6,0
F007847,15401,"Salmon, flavoured, canned","Pink or red salmon, canned in water, oil and/or vinegar with added flavouring ingredients such as lemon juice, tomato, herbs and spices, vegetable oil and salt. Products vary in composition between brands. Salmon may be skinless and boneless, therefore the product may contain lower amounts of calcium than regular undrained canned salmon.",15.5,5.5,5,0
F007848,15101,"Salmon, Pacific King, fillet, skinless, grilled, no added fat","Pacific king salmon fillet without skin, produced by aquaculture that has been grilled with no added fat.",20.2,0,25.4,0
F007849,15101,"Salmon, Pacific King, fillet, skinless, raw","Uncooked pacific king salmon fillet without skin, produced by aquaculture.",18.1,0,22.8,0
F007850,15101,"Salmon, Pacific King, fillet, steamed, no added fat","Pacific King salmon fillet without skin, produced by aquaculture that has been steamed with no added fat.",21.3,0,26.8,0
F007853,15401,"Salmon, pink, canned in brine, drained","Flesh, bones and skin of fish labelled as being pink salmon, canned in brine, then drained.",20.7,0,6.2,0
F007860,15401,"Salmon, red, canned in brine, drained","Flesh, bones and skin of fish labelled as being red salmon, canned in brine, then drained.",24.4,0,5.5,0
F007864,15102,"Salmon, smoked, sliced",Salmon preserved by salting and smoking then sliced prior to sale. May contain small amounts of vegetable oil. Salmon may be produced in Australia or imported.,24.3,0,10.1,0
F007870,31301,"Salt substitute, potassium chloride","Product sold as a replacement for regular table salt, containing predominantly potassium chloride.",0,0,0,0
F007878,31301,"Salt, table, iodised","Fine granules of sodium chloride sold for direct addition to foods, to which iodine has been added in the form of potassium iodate or iodide. May contain free-flowing agents.",0,0,0,0
F007879,31301,"Salt, table, non-iodised",Fine granules of sodium chloride sold for direct addition to foods. May contain free-flowing agents and small amounts of other minerals such as potassium.,0,0,0,0
F007972,15101,"Sardine, Australian, whole, fried, no added fat",Australian sardines that have been fried with no added fat.,22,0,1.9,0
F007973,15101,"Sardine, Australian, whole, raw",Uncooked Australian sardines.,19.7,0,2.9,0
F007987,23102,"Sauce, barbecue, commercial","Commercially prepared sweet, thick, brown coloured, bottled sauce containing apples, sugar, Worcestershire sauce, golden syrup, food acid, thickener, salt, molasses, mixed citrus peel, raisins, spices, vegetable gum and water.",0.8,42.2,0.1,0.9
F007992,23104,"Sauce, butter chicken, commercial","Commercially prepared Indian style butter chicken sauce. Commonly contains water, tomatoes, onions, vegetable oil, cream, butter, sugar, salt, spices, garlic, chilli and colour.",1.3,5.8,7.6,1.9
F008000,23102,"Sauce, cranberry, commercial","Commercially prepared jellied or semi-jellied sweet jam-like sauce made from cranberries, sugars and water.",0,40,0,1.1
F008004,23102,"Sauce, fish, commercial","Commercially prepared sauce based on fish or anchovy extract, and salt, commonly used in Asian style cooking.",6.8,4.4,0.3,1.2
F008008,23102,"Sauce, hoi sin (hoisin), commercial","Commercially prepared sweet, spicy bottled sauce based on fermented soya beans with other ingredients.",1.6,37.2,5.4,10.4
F008026,23102,"Sauce, oyster, commercial","Commercially prepared sauce based on oyster extract, sugar, caramel, salt, starch, flavour, protein or hydrolysed vegetable protein, soy sauce, preservative, sodium benzoate, water, food conditioner. Commonly used in Asian-style cooking.",2.8,21,1,0.3
F008028,23102,"Sauce, pasta or simmer, commercial, low fat","Commercially prepared sauce for use as a simmer/pasta bake sauce, formulated so as to contain less than 3% fat. Typical ingredients include water, thickener, cheese, onion, garlic, salt, flavours, herbs and spices.",0.8,6.6,2.9,1.3
F008029,23102,"Sauce, pasta, basil pesto, commercial","Commercially prepared basil pesto flavoured pasta sauce. Commonly containing basil, vegetable and /or olive oil, cashews, pine nuts, water, cheese, sugar, salt and garlic.",5.3,7.4,37.1,1.5
F008031,18701,"Sauce, pasta, bolognese, homemade using beef mince & commercial tomato based sauce","Home prepared savoury sauce made from beef mince and other ingredients including onion, garlic, oil and a commercial tomato based sauce. Commonly served with pasta.",10,3.9,6.2,1.1
F008032,18701,"Sauce, pasta, bolognese, homemade using beef mince & homemade tomato based sauce","Home prepared savoury sauce made from beef mince and other ingredients such as onion, garlic, oil, tomatoes, tomato paste, water, pepper, herbs and occasionally wine. May contain vegetables such as mushroom, carrot, zucchini and red capsicum. Does not contain added salt and sugar.",8.8,3.8,4.5,1.4
F008036,23102,"Sauce, pasta, cheese or cream-based, commercial","Commercially prepared creamy pasta sauce containing water, cream and/or cheese, thickener, vegetable oil, flavours, salt, herbs and spices. Different flavoured sauces may also contain vegetables, and/or meat products.",1.4,5.3,6.8,0.1
F008050,23104,"Sauce, pasta, tomato-based, commercial, heated","Commercially prepared tomato-based pasta sauce with herbs, spices and vegetables for addition to pasta dishes. Heated without added ingredients according to label instructions.",1.6,7.5,1.5,1.8
F008054,23102,"Sauce, plum, commercial","Commercially prepared chutney-style, spicy, sweet, hot sauce, based on plums.",0.1,56.5,0.8,0.6
F008055,23102,"Sauce, rogan josh, commercial","Commercially prepared Indian style Rogan Josh flavoured sauce. Commonly contains water, vegetable oil, salt, coriander, ginger, chilli, spices, gram flour and pepper.",1.5,6.2,4.1,1.9
F008056,23104,"Sauce, salsa, tomato-based, commercial","Commercially prepared Mexican style, tomato based dip. Typical ingredients include tomato, onion, capsicum, jalapenos, salt and chilli.",1.3,6.3,0,1.6
F008062,23102,"Sauce, simmer for chicken, commercial","Commercially prepared simmer/bake sauce intended for use with chicken dishes. Typical base ingredients  include water, vegetable oil, onion, thickener, flavours, herbs and spices. Additional ingredients may be included depending on the flavour of the simmer sauce.",0.8,4.8,7.5,1.7
F008063,23102,"Sauce, simmer, curry flavoured, commercial",Commercially prepared simmer style sauce suitable for pouring over chicken or beef to produce an Indian-style curry.,2.1,10.7,6.9,2.3
F008065,23102,"Sauce, soy, commercial","Commercially prepared dark brown salty liquid sauce commonly containing hydrolysed soy protein, hydrolysed wheat protein, salt, colour (caramel) and water.",6.8,3.2,0,0
F008067,23102,"Sauce, soy, commercial, reduced salt","Commercially prepared dark brown, salty, liquid sauce commonly containing hydrolysed soy protein, hydrolysed wheat protein, salt, colour (caramel) and water. Reduced in salt compared to regular soy sauce.",6.8,3.2,0,0
F008077,23102,"Sauce, tabasco, commercial",Commercially prepared spicy sauce made from red peppers.,1.3,0.1,0.8,0.6
F008083,23104,"Sauce, tomato, commercial","Commercially prepared sauce with a thick consistency. Contains tomatoes, sugar, salt, food acid and spices.",1.3,24.1,0,1.3
F008085,23104,"Sauce, tomato, commercial, reduced salt","Commercially prepared sauce with a thick consistency formulated to have less added salt than regular commercial tomato sauce. Contains tomatoes, sugar, salt, food acid and spices.",1.3,24.1,0,1.3
F008090,23103,"Sauce, white, savoury, homemade","Home prepared creamy style sauce made in the home from  butter, white wheat flour and milk.",3.9,10.8,13.5,0.2
F008094,23102,"Sauce, Worcestershire, commercial","Commercially prepared fermented liquid condiment made with vinegar, molasses, golden syrup, salt, water, spices, soy sauce, pepper, tamarinds, anchovies, lemon oil, onion and garlic powder.",1.3,17.6,0.2,0
F008098,13405,"Sausage roll, commercial, ready to eat","Commercially prepared meat filling (usually beef and/or lamb) rolled in pastry, purchased ready to eat.",9.7,27.2,14.6,3
F008101,13405,"Sausage roll, purchased frozen, baked","Commercially prepared meat filling (usually beef and/or lamb) rolled in pastry, purchased frozen, and baked at home.",9.7,27.2,12.7,3
F008106,18501,"Sausage, beef, fried, no added fat","Sausage (thick or thin) commonly containing minced beef, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water. Cooked with no added fat.",16.4,4,18.4,0.4
F008107,18501,"Sausage, beef, grilled, no added fat","Sausage (thick or thin) commonly containing minced beef, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water. Sausages pricked and grilled under hot grill, turning frequently for 12 minutes, with no added fat.",17.2,3.8,14.9,0.2
F008112,18501,"Sausage, beef, raw","Uncooked sausage (thick or thin) commonly containing minced beef, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water.",14.5,2.9,18.7,0
F008116,18501,"Sausage, chicken, flavoured, fried, no added fat","Sausage (thick or thin) commonly containing minced chicken, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water, with added flavour. Fried with no added fat.",18.2,4.9,12,0.6
F008119,18501,"Sausage, chicken, plain, fried, no added fat","Sausage (thick or thin) commonly containing minced chicken, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water. Cooked with no added fat.",18.2,4.9,12,0.6
F008125,18603,"Sausage, chorizo, fried, no added fat","Spicy, fermented manufactured meat. Product contains pork and beef, salt, sugar, spices, sodium nitrate and sodium nitrite. Fried with no added fat.",21.2,1.3,23.3,0.5
F008126,18603,"Sausage, chorizo, uncooked","Uncooked spicy, fermented manufactured meat, served in thin circular slices. Product contains pork and beef, salt, sugar, spices, sodium nitrate and sodium nitrite.",20.1,1.2,22.1,0.5
F008136,18501,"Sausage, lamb, flavoured, fried, no added fat","Sausage (thick or thin) commonly containing minced lamb, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water with added flavours. Cooked with no added fat.",15.6,4.9,16.1,0.4
F008137,18501,"Sausage, lamb, plain, fried, no added fat","Sausage (thick or thin) commonly containing minced lamb, wheat flour, salt, rice flour, mineral salts, preservative, spices, and water. Fried with no added fat.",15.6,4.9,16.1,0.4
F008143,18501,"Sausage, pork, fried, no added fat","Sausage (thick or thin) commonly containing pork, wheat flour, salt, rice flour, mineral salts, preservative, hydrolysed vegetable protein, spices and water. Cooked with no added fat.",16.5,4.5,19.4,1.4
F008151,20603,"Sausage, vegetarian style, added Fe, Zn and vitamin B12, raw","Sausages made from chopped, minced, or blended vegetables and/or legumes and other ingredients such as spices, sugar and salt. Contains added iron, zinc and vitamin B12.",19,7.4,9.4,1.5
F008153,20603,"Sausage, vegetarian style, fried, no added fat","Sausages made from chopped, minced, or blended vegetables and/or legumes and other ingredients such as spices, sugar and salt. May contain added iron, zinc and vitamin B12. Cooked by frying with out added fat.",20,7.8,9.9,1.6
F008155,20603,"Sausage, vegetarian style, unfortified, raw","Sausages made from chopped, minced, or blended vegetables and/or legumes and other ingredients such as spices, sugar and salt. Does not contain added vitamins or minerals.",19,7.4,9.4,1.5
F008165,15202,"Scallop, fried, no added fat",Flesh and roe of a scallop that has been fried with no added fat.,19.5,4.2,1,0
F008166,15202,"Scallop, raw",Uncooked flesh and roe of a scallop.,15.6,3.4,0.8,0
F008172,13305,"Scone, fruit, commercial","Commercially prepared, dough-like product made from flour, water, sugar, fat, egg, fruit such as sultanas, dates and currants and a raising agent.",6.4,59.9,6.6,2.5
F008173,13305,"Scone, plain, commercial","Commercially prepared, dough-like product made from flour, water, sugar, fat and a raising agent.",7.9,55.2,8.5,2.1
F008174,13305,"Scone, plain, homemade","Home prepared dough-like product made from common household ingredients such as flour, milk, sugar, fat, egg and a raising agent.",8,50.7,9.5,1.4
F008176,13305,"Scone, pumpkin, homemade","Dough-like product made from white wheat flour, milk, sugar, fat, egg and raising agent to which mashed pumpkin is added before baking.",7.4,47.9,7.4,1.7
F008203,24404,"Seaweed, boiled, drained","Dried edible seaweed that has been boiled in unsalted water, without added fat, then drained.",8.4,0.4,0.8,6.2
F008204,24404,"Seaweed, nori, dried","Dried edible seaweed brought in round or square sheets, commonly used for making sushi.",46.7,2.3,4.3,34.3
F008209,22101,"Seed, chia, dried",Small dried oval seed commonly black or white in colour.,23.8,3.1,29.8,33.2
F008210,22101,"Seed, linseed or flaxseed",Small black dried ripe seeds from the flax plant.,21.6,2.8,32.6,32.9
F008211,22101,"Seed, poppy",Small black kidney-shaped seeds of the opium poppy.,18,8.6,41.6,19.5
F008212,22101,"Seed, pumpkin, hulled & dried","Edible, green-coloured seed from a pumpkin.",30.2,2.1,45,4.6
F008214,22101,"Seed, sesame, unsalted","Raw hulled sesame seeds, white in colour.",22.2,6.2,55.6,10.1
F008215,22101,"Seed, sunflower",Kernels produced by removing the outer shell of the seeds of the sunflower.,24.7,3.1,48.3,13
F008220,12103,"Semolina, boiled, no added fat or salt",Coarsely ground starchy product from the inner endosperm of durum wheat. It is granular in appearance and ranges from clear to yellow in colour. Cooked in unsalted water without the addition of fat or salt.,3.4,19.6,0.4,1
F008222,12103,"Semolina, uncooked",Coarsely ground starchy product from the inner endosperm of durum wheat. It is granular in appearance and ranges from clear to yellow in colour. Uncooked.,10.7,61.6,1.2,3.2
F008226,24802,"Shallot, peeled, fresh, fried, no added fat","Immature onion with a thin cylindrical white base, and long dark green stalks. Fried without added fat.",2.4,5,0.2,4.7
F008227,24802,"Shallot, peeled, fresh, raw","Immature onion with a thin cylindrical white base, and long dark green stalks. Uncooked.",1.5,3.1,0.1,2.9
F008233,15502,"Shark, battered, deep-fried, takeaway outlet","Shark or flake fillet without skin, coated in batter and deep fried, purchased ready to eat from a takeaway outlet.",21.1,9.9,12.8,0.9
F008236,15101,"Shark, fillet, without skin, baked, no added fat","Shark or flake (typically Gummy, School and Black Tipped shark) fillet without skin that has been cooked by any method.",33.8,0,0.6,0
F008237,15101,"Shark, fillet, without skin, raw","Uncooked shark or flake (typically Gummy, School and Black Tipped shark) fillet without skin.",24.6,0,0.4,0
F008238,15101,"Shark, fillet, without skin, steamed, no added fat","Shark or flake (typically Gummy, School and Black Tipped shark) fillet without skin that has been steamed with no added fat.",27.7,0,0.5,0
F008258,15101,"Silver perch, aquacultured, baked, no added fat",Silver perch fillet that has been cooked by any method.,26.7,0,22,0
F008263,15101,"Silver perch, aquacultured, raw","Uncooked silver perch fillet, produced in Australia by aquaculture.",19.5,0,16,0
F008264,15101,"Silver perch, aquacultured, steamed, no added fat","Silver perch fillet, produced in Australia by aquaculture, that has been steamed with no added fat.",23.2,0,19.1,0
F008266,24401,"Silverbeet, fresh, boiled, drained","Vegetable similar to spinach, with large white stem and frilly dark green leaves. Chopped and boiled in unsalted water, without added fat, then drained.",2.5,1.7,0.3,2.7
F008267,24401,"Silverbeet, fresh, raw","Vegetable similar to spinach, with large white stem and frilly dark green leaves. Uncooked.",2.1,1.4,0.2,2.3
F008272,13304,"Slice, brownie, chocolate, with nuts, homemade",Home prepared densely textured chocolate slice containing chopped nuts.,6.5,52.7,25.5,1.9
F008273,13304,"Slice, brownie, chocolate, without nuts, commercial",Commercially prepared densely textured chocolate slice.,7.1,45.6,23.1,2.6
F008278,13304,"Slice, caramel","Sweet slice made from ingredients such as flour, coconut, sugar, butter, condensed milk, golden syrup and chocolate. The slice has a biscuit-style base, firm caramel filling and hard chocolate top.",5.3,52.4,24.6,0.8
F008358,15101,"Snapper, fillet, baked, no added fat",Snapper fillet that has been cooked by any method.,27.8,0,2.2,0
F008359,15101,"Snapper, fillet, raw",Uncooked snapper fillet.,20.3,0,1.6,0
F008360,15101,"Snapper, fillet, steamed, no added fat",Snapper fillet that has been steamed with no added fat.,27.8,0,2.2,0
F008371,24501,"Snow pea, fresh, boiled, drained","A long flat green pod, containing small round green peas. Chopped and boiled in unsalted water, without added fat, then drained.",3.2,6,0,2.8
F008372,24501,"Snow pea, fresh, fried, no added fat","A long flat green pod, containing small round green peas. Chopped and fried without added fat.",3.8,7,0,3.2
F008373,24501,"Snow pea, fresh, raw","A flat, green edible pod, containing small, round, green peas. Uncooked.",3,5.6,0,2.6
F008377,11802,"Water, soda",Carbonated water.,0,0,0,0
F008402,11603,"Soft drink, cola flavour","Carbonated, non-alcoholic beverage containing water, sugar, cola flavour, caffeine and colours.",0,12.3,0.2,0
F008403,11603,"Soft drink, cola flavour, decaffeinated","Decaffeinated, carbonated, non-alcoholic beverage containing water, sugar, cola flavour.",0,12.3,0.2,0
F008404,11604,"Soft drink, cola flavour, intense sweetened or diet","Carbonated, non-alcoholic beverage containing water, intense sweeteners, cola flavour, caffeine and colours.",0,0,0,0
F008405,11604,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated","Decaffeinated, carbonated, non-alcoholic beverage containing water, intense sweeteners, cola flavour and colours.",0,0,0,0
F008411,11601,"Soft drink, dry ginger ale or ginger beer, regular","Carbonated, non-alcoholic beverage prepared from water, sugar, and colours.",0,9.8,0,0
F008421,11703,"Soft drink, energy drink, Red Bull","Carbonated, non-alcoholic water-based flavoured beverage containing added caffeine, taurine, glucuronolactone, inositol, niacinamide, pantothenic acid, vitamins B6 and B12.",0.1,10.8,0,0
F008424,11703,"Soft drink, energy drink, V","Carbonated, non-alcoholic water-based flavoured beverage containing added caffeine, taurine, guarana, inositol, glucuronolactone, pantothenic acid, vitamins B2, B3, B6 and B12. May also contain ginkgo biloba extract.",0.1,10.8,0,0
F008438,11601,"Soft drink, fruit flavours","Carbonated, non-alcoholic beverage prepared from water, sugar and citric acid.",0,8.8,0,0
F008439,11602,"Soft drink, fruit flavours, intense sweetened or diet","Carbonated, non-alcoholic beverage prepared from water, intense sweetener, fruit flavours and colours.",0,0,0,0
F008460,11601,"Soft drink, tonic water","Carbonated, non-alcoholic beverage prepared from water and sugar with added quinine.",0,8.8,0,0
F008461,11602,"Soft drink, tonic water, intense sweetened or diet","Carbonated, non-alcoholic beverage prepared from water and intense sweetener with added quinine.",0,0,0,0
F008474,12101,"Sorghum, grain, uncooked","Small, round grain that is orange-red in colour. Can be milled into flour or kibbled (cut into) 3 or 4 pieces.",8.2,65.8,3.6,8.6
F008508,21201,"Soup, broth style, with meat & noodles, instant dry mix","Instant dry chicken noodle soup mix containing noodles, salt, sugar, flavour enhancer, garlic, skim milk, vegetable fat, hydrolysed veg. protein, chicken, onion, parsley, spices, herbs, colour (turmeric). Requires mixing with boiling water in a cup before consumption.",10.8,64.1,6.3,2.2
F008509,21201,"Soup, broth style, with meat, instant dry mix","Instant dry beef mix soup containing beef or chicken and other ingredients such as spices and herbs, maltodextrins, salt and starch. Requires mixing with boiling water in a cup before consumption.",4.8,65.7,3.3,4.3
F008513,21301,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",Chicken noodle soup prepared from instant dry soup mix by mixing with boiling tap water according to label instructions.,0.7,3.4,0.2,0.3
F008571,21201,"Soup, cream variety, instant dry mix","Instant dry cream type soup mix including chicken, onion, mushroom and vegetable flavours. Typical ingredients include chicken, dried onions, mushrooms, purees of potato, carrot, leak, wheat flour, green bean, swede, salt, non-fat milk solids, beef fat, vegetable protein, herbs and spices, maltodextrin, flavours and enhancers. Requires mixing with boiling water before consumption.",5.3,59.1,13.2,6.5
F008661,21201,"Soup, vegetable & noodle, instant dry mix","Instant tomato soup dry mix with noodles, containing tomato powder, wheat gluten, beverage whitener, vegetable oil, antioxidants, maize starch, maltodextrin, salt and spices. Requires mixing with boiling water before consumption.",8.7,65.5,6.3,3.9
F008670,21201,"Soup, vegetable, instant dry mix","Dry onion soup mix containing dried onion and other ingredients such as mushrooms, herbs, wheat flour, vegetable oil, beverage whitener, milk proteins, salt and vegetable gum. Requires mixing with boiling water before consumption.",6.7,58.3,2.1,3.3
F008704,20102,"Soy beverage, reduced fat (~1%), added Ca & vitamins A, B1, B2 & B12","A dairy milk substitute prepared from soy beans with a reduced fat content of ~1%. Contains added calcium, potassium, magnesium, vitamins A, B1, B2, B12 and D.",3,5.7,0.9,0.6
F008719,20102,"Soy beverage, regular fat (~3%), added Ca",A dairy milk substitute prepared from soy beans with a fat content of 3%. Contains added calcium.,3.7,4.6,2.7,0.6
F008720,20102,"Soy beverage, regular fat (~3%), added Ca & vitamins A, B1, B2 & B12","A dairy milk substitute prepared from soy beans with a fat content of 3%. Contains added calcium and vitamins A, B1, B2 and B12.",4.4,4.6,2.7,0.6
F008721,20101,"Soy beverage, regular fat (~3%), unfortified","A dairy milk substitute prepared from soy beans with a fat content of 3%. Does not contain added vitamins, minerals or artificial flavouring substances.",3.7,4.6,2.7,0.6
F008737,13509,"Spaghetti in tomato & cheese sauce, canned",Commercially prepared canned pasta product containing spaghetti in tomato and cheese sauce.,2.5,10.7,0,0.8
F008738,13509,"Spaghetti in tomato & cheese sauce, canned, reduced salt",Commercially prepared canned pasta product containing spaghetti in a reduced salt tomato and cheese sauce.,2.5,10.7,0,0.8
